filename,heuristic,num_vars,num_clauses,lower_bound,upper_bound,clingo_sec,bounds_present,num_scc,num_wcc,num_levels,phase,wall_ms,gpu_ms,used_bytes,free_bytes,total_bytes,num_loops,num_assignments
instances/vars_1.8_all/instance_10286v77_1.80r0.cnf,all,10286,18515,-1,-1,-1,0,20566,708,59,total,25555.6,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,read_instance,4.78906,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,alloc_graph,0.232422,0.227104,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,scc,4.47729,4.47875,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,topo_sort,1.10156,1.10115,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,backbone,6.85449,6.86026,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,wcc,0.278809,0.27968,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,wcc_grouped,1.03613,1.03629,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,heuristic1,222.868,222.871,112132096,15530196992,15642329088,2466,2804
instances/vars_1.8_all/instance_10407v78_1.80r0.cnf,all,10407,18733,-1,-1,-1,0,20812,678,54,heuristic2,191.445,191.448,112132096,15530196992,15642329088,2142,2479
